...1,hhid,intmonth,stfips,weight,earnwke,uhours,grade92,race,ethnic,age,sex,marital,ownchild,chldpres,prcitshp,state,ind02,occ2012,class,unionmme,unioncov,lfsr94
84798,289010562520961,April,FL,3397.013,1557.69,48,43,1,NA,33,2,1,2,5,"Native, Born In US",5,"Justice, public order, and safety activities (922, pt. 92115)",3740,Government - Local,Yes,NA,Employed-At Work
84799,289010562520961,April,FL,3253.9273,1711.53,48,43,1,NA,34,1,1,2,5,"Native, Born In US",5,"Justice, public order, and safety activities (922, pt. 92115)",3740,Government - State,Yes,NA,Employed-At Work
84809,289710958620961,April,FL,4717.9958,420,40,39,2,NA,33,1,6,0,0,"Native, Born In US",5,"Motor vehicles and motor vehicle equipment manufacturing (3361, 3362, 3363)",7750,"Private, For Profit",No,No,Employed-At Work
84810,289710958620961,April,FL,4127.7503,480.76,50,39,2,NA,30,2,7,0,0,"Native, Born In US",5,Restaurants and other food services (722 exc. 7224),310,"Private, For Profit",No,No,Employed-At Work
84811,289720854190961,April,FL,3094.1688,190,32,42,1,NA,62,1,1,0,0,"Native, Born In US",5,Religious organizations (8131),2050,"Private, Nonprofit",No,No,Employed-At Work
84812,289720854190961,April,FL,3265.7526,284,40,42,1,NA,53,2,1,0,0,"Native, Born In US",5,"Accounting, tax preparation, bookkeeping, and payroll services (5412)",5120,"Private, For Profit",No,No,Employed-At Work
84813,289800657530961,April,FL,3559.0257,769.23,50,39,1,NA,35,1,5,1,2,"Native, Born In US",5,** Construction (23),6260,"Private, For Profit",No,No,Employed-At Work
84814,289800657530961,April,FL,4112.6841,576.92,40,41,1,NA,24,2,7,1,2,"Native, Born In US",5,"Civic, social, advocacy organizations, and grantmaking and giving services (8132, 8133, 8134)",4350,"Private, Nonprofit",No,No,Employed-At Work
84815,290529093712369,April,FL,4027.9614,1234.8,40,39,1,2,34,1,7,0,0,"Native, Born in PR or US Outlying Area",5,Real estate (531),4220,"Private, For Profit",No,No,Employed-At Work
84816,290529093712369,April,FL,3606.173,500,40,35,1,2,28,2,7,1,2,"Native, Born in PR or US Outlying Area",5,Real estate (531),410,"Private, For Profit",No,No,Employed-At Work
84822,290821098312839,April,FL,3997.0946,384.61,40,37,2,NA,48,2,5,0,0,"Native, Born In US",5,Hospitals (622),4230,"Private, For Profit",No,No,Employed-At Work
84824,290824094416129,April,FL,2978.1682,500,40,39,1,NA,45,1,7,0,0,"Native, Born In US",5,Waste management and remediation services (562),9720,"Private, For Profit",No,No,Employed-At Work
84826,299500669110621,April,FL,3786.2773,629.2,40,42,7,NA,47,2,1,1,3,"Native, Born In US",5,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
84827,299500669110621,April,FL,3233.9984,1154,40,39,7,NA,49,1,1,1,3,"Native, Born In US",5,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, For Profit",No,No,Employed-At Work
84828,299500669110621,April,FL,4179.2387,320,40,38,7,NA,18,1,7,0,0,"Native, Born In US",5,Automobile dealers (4411),9610,"Private, For Profit",No,No,Employed-At Work
84832,306905261493702,April,FL,3180.0737,2884.61,50,43,1,NA,52,1,1,0,0,"Native, Born In US",5,"Electric power generation, transmission and distribution (Pt. 2211)",7700,"Private, For Profit",No,No,Employed-At Work
84833,312429560719107,April,FL,4241.5213,800.3,40,39,1,NA,29,1,7,0,0,"Native, Born In US",5,"Machine shops; turned product; screw, nut and bolt manufacturing (3327)",8030,"Private, For Profit",No,No,Employed-At Work
84837,330128006812890,April,FL,4132.5661,461.53,40,39,1,3,44,2,1,1,4,"Foreign Born, Not a US Citizen",5,Drycleaning and laundry services (8123),7700,"Private, For Profit",No,No,Employed-At Work
84845,360328095712029,April,FL,2900.8384,461,40,39,1,NA,60,2,1,0,0,"Native, Born In US",5,Insurance carriers and related activities (524),4710,"Private, For Profit",No,No,Employed-At Work
84851,400125000816370,April,FL,7628.9163,1300,40,44,4,6,42,1,1,4,14,"Native, Born In US",5,Administration of human resource programs (923),2000,Government - Federal,No,No,Employed-At Work
84852,400125000816370,April,FL,6665.4959,640,40,43,4,1,50,2,1,4,14,"Native, Born In US",5,"Residential care facilities, without nursing (6232, 6233, 6239)",5700,"Private, For Profit",No,No,Employed-At Work
84858,420100920200286,April,FL,3240.3431,2884.61,40,43,1,3,52,1,1,2,9,"Foreign Born, US Cit By Naturalization",5,** Construction (23),10,"Private, For Profit",No,No,Employed-At Work
84866,422192949200741,April,FL,2978.1682,330,40,33,1,NA,45,1,1,1,3,"Native, Born In US",5,Crop production (111),6040,"Private, For Profit",No,No,Employed-At Work
84868,428194089200755,April,FL,3091.2018,1057.69,50,43,1,NA,48,1,7,0,0,"Native, Born In US",5,"** Recyclable material, merchant wholesalers (*42393)",430,"Private, For Profit",No,No,Employed-At Work
84870,440123005412540,April,FL,3758.8456,1250,50,45,4,NA,43,1,1,2,8,"Foreign Born, Not a US Citizen",5,Hospitals (622),1650,"Private, For Profit",No,Yes,Employed-At Work
84873,470525093216169,April,FL,3570.7033,1153.84,40,44,2,NA,36,1,1,2,1,"Foreign Born, US Cit By Naturalization",5,Elementary and secondary schools (6111),2000,Government - Local,Yes,NA,Employed-At Work
84874,470525093216169,April,FL,4023.3151,923.07,40,44,2,NA,34,2,1,2,1,"Foreign Born, US Cit By Naturalization",5,Elementary and secondary schools (6111),2320,Government - Local,Yes,NA,Employed-Absent
84875,470825093916279,April,FL,3196.1319,1634.61,45,43,1,NA,40,2,5,3,10,"Native, Born In US",5,Medical equipment and supplies manufacturing (3391),10,"Private, For Profit",No,No,Employed-At Work
84880,506907401998782,April,FL,3600.6414,1000,40,40,1,NA,37,1,1,0,0,"Native, Born In US",5,"**Publishing, except newspapers and software (5111 exc. 51111)",2630,"Private, For Profit",No,No,Employed-At Work
84881,506907401998782,April,FL,3570.0064,673,36,40,1,NA,39,2,1,0,0,"Foreign Born, US Cit By Naturalization",5,"Residential care facilities, without nursing (6232, 6233, 6239)",4610,"Private, For Profit",No,No,Employed-At Work
84884,512039660099106,April,FL,2939.6093,2884.61,50,45,1,NA,57,1,1,0,0,"Native, Born In US",5,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
84885,512039660099106,April,FL,2982.0935,57.69,3,45,1,7,53,2,1,0,0,"Foreign Born, US Cit By Naturalization",5,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
84888,521622066907494,April,FL,3015.8839,1923.07,50,39,1,NA,62,1,5,0,0,"Native, Born In US",5,** Construction (23),6440,"Private, For Profit",No,No,Employed-At Work
84889,521622066907494,April,FL,3265.5662,1923.07,50,39,1,NA,41,1,7,0,0,"Native, Born In US",5,** Construction (23),6440,"Private, For Profit",No,No,Employed-At Work
84890,521625002907291,April,FL,3183.1265,576.92,25,42,1,NA,50,2,1,1,4,"Native, Born In US",5,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
84891,521625002907291,April,FL,3180.0737,865.38,55,43,1,NA,50,1,1,1,4,"Native, Born In US",5,"Beer, wine, and liquor stores (4453)",4720,"Private, For Profit",No,No,Employed-At Work
84892,521625002907291,April,FL,3259.9715,42,6,36,1,NA,16,1,7,0,0,"Native, Born In US",5,Grocery stores (4451),9640,"Private, For Profit",No,No,Employed-At Work
84894,522339920699107,April,FL,3951.1773,360,40,39,1,6,24,2,3,1,2,"Foreign Born, Not a US Citizen",5,Restaurants and other food services (722 exc. 7224),4720,"Private, For Profit",No,No,Employed-At Work
84895,522339920699107,April,FL,3779.761,400,40,39,1,6,27,1,7,1,2,"Foreign Born, Not a US Citizen",5,** Construction (23),6515,"Private, For Profit",No,No,Employed-At Work
84897,522919820569104,April,FL,2894.0802,630,40,44,4,NA,53,1,1,1,4,"Native, Born In US",5,"Architectural, engineering, and related services (5413)",1420,"Private, For Profit",No,No,Employed-At Work
84902,529166109200961,April,FL,3883.4952,276,40,39,2,NA,59,2,5,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),4220,Government - Local,No,No,Employed-At Work
84906,550629096816549,April,FL,3468.9796,1538.46,40,39,1,NA,39,1,5,0,0,"Foreign Born, US Cit By Naturalization",5,Computer systems design and related services (5415),1020,"Private, For Profit",No,No,Employed-At Work
84909,550821092316699,April,FL,2867.3109,2500,75,43,1,NA,60,2,1,0,0,"Native, Born In US",5,Specialized design services (5414),2630,"Private, For Profit",No,No,Employed-At Work
84910,550821092316699,April,FL,3094.1688,2884.61,50,43,1,NA,60,1,1,0,0,"Native, Born In US",5,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",4820,"Private, For Profit",No,No,Employed-At Work
84912,560821097916289,April,FL,3663.3899,750,40,40,2,NA,36,1,7,1,3,"Native, Born In US",5,"Electronic component and product manufacturing, n.e.c. (3344, 3346)",4850,"Private, For Profit",No,No,Employed-At Work
84914,560827092416899,April,FL,2992.877,903,40,39,1,NA,55,2,1,0,0,"Native, Born In US",5,Legal services (5411),5000,"Private, For Profit",No,No,Employed-At Work
84916,567100030200234,April,FL,3363.3272,1826.92,35,44,1,7,53,1,7,0,0,"Foreign Born, US Cit By Naturalization",5,Offices of physicians (6211),3645,"Private, For Profit",No,No,Employed-At Work
84917,570120092112599,April,FL,3056.0573,640,40,40,2,NA,63,1,1,0,0,"Native, Born In US",5,"** Machinery, equipment, and supplies, merchant wholesalers (*4238)",9130,"Private, For Profit",No,No,Employed-At Work
84918,570120092112599,April,FL,3785.2397,711,40,40,2,NA,63,2,1,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),5360,Government - Local,No,No,Employed-At Work
84920,582009560659109,April,FL,3600.6414,350,40,39,1,NA,36,1,7,0,0,"Foreign Born, US Cit By Naturalization",5,Employment services (5613),4230,"Private, For Profit",No,No,Employed-At Work
84921,582009560659109,April,FL,3600.6414,350,40,39,1,NA,37,1,5,0,0,"Foreign Born, US Cit By Naturalization",5,Employment services (5613),4230,"Private, For Profit",No,No,Employed-At Work
84923,582079120569100,April,FL,3076.8228,400,40,39,1,7,48,2,6,0,0,"Foreign Born, US Cit By Naturalization",5,"Civic, social, advocacy organizations, and grantmaking and giving services (8132, 8133, 8134)",5700,"Private, Nonprofit",No,No,Employed-At Work
84924,582079120569100,April,FL,3474.3089,480.76,40,42,1,7,27,2,7,0,0,"Foreign Born, US Cit By Naturalization",5,Hospitals (622),3500,"Private, For Profit",No,No,Employed-At Work
84926,602902081992762,April,FL,2958.2858,615,40,43,1,NA,55,2,1,0,0,"Native, Born In US",5,"Non-depository credit and related activities (5222, 5223)",910,"Private, For Profit",No,No,Employed-At Work
84928,610209915477448,April,FL,4142.7927,350,40,39,1,2,43,1,3,0,0,"Native, Born in PR or US Outlying Area",5,Traveler accommodation (7211),4230,"Private, For Profit",No,No,Employed-At Work
84929,610209915477448,April,FL,3779.761,302,35,39,1,7,25,1,7,0,0,"Native, Born In US",5,Employment services (5613),4230,"Private, For Profit",No,No,Employed-At Work
84930,610209916596074,April,FL,3140.1702,769.23,40,40,1,3,55,1,1,0,0,"Foreign Born, Not a US Citizen",5,"Cement, concrete, lime, and gypsum product manufacturing (3273, 3274)",9130,"Private, For Profit",No,No,Employed-At Work
84931,610209916596074,April,FL,2982.0935,310,40,35,1,3,50,2,1,0,0,"Foreign Born, Not a US Citizen",5,Cut and sew apparel manufacturing (3152),8320,"Private, For Profit",No,No,Employed-At Work
84932,610209925097220,April,FL,3265.5662,1000,40,39,1,NA,40,1,1,2,10,"Native, Born In US",5,** Construction (23),220,"Private, For Profit",No,No,Employed-At Work
84934,610209958036742,April,FL,3307.7546,225,25,42,1,NA,47,2,6,2,10,"Foreign Born, US Cit By Naturalization",5,Individual and family services (6241),4610,"Private, Nonprofit",No,No,Employed-At Work
84937,610209964265274,April,FL,3619.2268,500,40,36,1,5,30,2,1,1,3,"Foreign Born, US Cit By Naturalization",5,Landscaping services (56173),430,"Private, For Profit",No,No,Employed-At Work
84938,610209964265274,April,FL,2978.1682,1076.92,40,34,1,NA,47,1,1,1,3,"Native, Born In US",5,Landscaping services (56173),4210,"Private, For Profit",No,No,Employed-At Work
84946,610209997277972,April,FL,3780.2076,437,38,42,1,NA,26,2,7,0,0,"Native, Born In US",5,Restaurants and other food services (722 exc. 7224),4000,"Private, For Profit",No,No,Employed-At Work
84947,620199589200296,April,FL,3641.5494,576.92,40,43,1,3,27,1,7,0,0,"Foreign Born, US Cit By Naturalization",5,Automobile dealers (4411),7200,"Private, For Profit",No,No,Employed-At Work
84952,621950016907496,April,FL,3991.3064,330,25,39,1,3,40,1,1,3,8,"Foreign Born, Not a US Citizen",5,Warehousing and storage (493),9620,"Private, For Profit",No,No,Employed-At Work
84953,621950016907496,April,FL,3619.2268,150,16,39,1,3,32,2,1,3,8,"Foreign Born, US Cit By Naturalization",5,Book stores and news dealers (45121),4950,"Private, For Profit",No,No,Employed-At Work
84954,622519420549107,April,FL,3803.9477,923.07,38,43,4,NA,25,2,7,0,0,"Native, Born In US",5,Hospitals (622),3255,"Private, For Profit",No,No,Employed-At Work
84955,622519420549107,April,FL,2978.5541,640,40,39,4,NA,51,2,1,0,0,"Native, Born In US",5,Restaurants and other food services (722 exc. 7224),4110,"Private, For Profit",No,No,Employed-At Work
84956,622519420549107,April,FL,3463.2283,610,40,39,4,NA,56,1,1,0,0,"Native, Born In US",5,Restaurants and other food services (722 exc. 7224),4000,"Private, For Profit",No,No,Employed-At Work
84959,630129007212660,April,FL,3350.3322,740,40,39,1,NA,44,1,1,2,5,"Native, Born In US",5,Commercial and industrial machinery and equipment repair and maintenance (8113),7340,"Private, For Profit",No,No,Employed-At Work
84962,650821090516229,April,FL,2794.7657,903,50,42,1,NA,60,2,1,0,0,"Native, Born In US",5,Outpatient care centers (6214),350,"Private, Nonprofit",No,No,Employed-At Work
84970,680823094516879,April,FL,3051.1793,2884.61,50,45,1,NA,56,1,1,0,0,"Native, Born In US",5,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
84972,682059620399105,April,FL,3389.5076,1634.61,40,43,1,NA,44,1,1,1,3,"Native, Born In US",5,Insurance carriers and related activities (524),2840,"Private, For Profit",No,No,Employed-At Work
84974,692519620469100,April,FL,3076.8228,1427.75,40,41,1,3,46,2,1,1,3,"Foreign Born, Not a US Citizen",5,Employment services (5613),3500,Government - Federal,No,No,Employed-At Work
84975,692519620469100,April,FL,3240.3431,384.61,40,44,1,3,50,1,1,1,3,"Foreign Born, US Cit By Naturalization",5,"Electrical lighting, equipment, and supplies manufacturing, n.e.c. (3351, 3353, 3359)",9620,"Private, For Profit",No,No,Employed-At Work
84978,695012916129060,April,FL,4192.4984,2500,55,40,1,NA,29,1,1,2,3,"Native, Born In US",5,Grocery stores (4451),4700,"Private, For Profit",No,No,Employed-At Work
84979,702901641995682,April,FL,2867.3109,840,24,42,1,NA,61,2,4,0,0,"Native, Born In US",5,Hospitals (622),3255,Government - Local,No,No,Employed-Absent
84982,706004001203532,April,FL,3233.5043,599.4,37,43,1,NA,42,2,1,0,0,"Native, Born In US",5,Hospitals (622),3600,"Private, For Profit",No,No,Employed-At Work
84983,706004001203532,April,FL,3389.5076,1115,40,40,1,NA,40,1,1,0,0,"Native, Born In US",5,** Construction (23),7340,"Private, For Profit",No,No,Employed-At Work
84985,706906741994202,April,FL,2867.3109,520,40,39,1,NA,61,2,6,0,0,"Native, Born In US",5,****Department stores and discount stores (s45211),4760,"Private, For Profit",No,No,Employed-At Work
84986,706906741994202,April,FL,3736.5165,342,38,37,1,NA,28,2,7,0,0,"Native, Born In US",5,****Department stores and discount stores (s45211),4760,"Private, For Profit",No,No,Employed-At Work
84987,721125066907997,April,FL,3564.4934,50,4,39,1,6,29,2,7,1,3,"Foreign Born, Not a US Citizen",5,Private households (814),4230,"Private, For Profit",No,No,Employed-At Work
84989,721729096907297,April,FL,4241.5213,360,40,39,1,NA,29,1,7,0,0,"Native, Born In US",5,"Other consumer goods rental (53221, 53222, 53229, 5323)",9620,"Private, For Profit",No,No,Employed-At Work
84990,721743042904094,April,FL,3130.3489,1442.3,50,39,1,NA,60,1,7,0,0,"Native, Born In US",5,"Architectural, engineering, and related services (5413)",1610,"Private, For Profit",No,No,Employed-At Work
84991,721902026902095,April,FL,3076.8228,1190.47,40,43,1,1,48,2,1,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - Local,No,Yes,Employed-At Work
84993,721902026902095,April,FL,3806.6977,210,20,42,1,1,23,2,7,0,0,"Native, Born In US",5,Restaurants and other food services (722 exc. 7224),4150,"Private, For Profit",No,No,Employed-At Work
84995,721995066907092,April,FL,3262.6205,576.92,40,39,1,NA,51,1,1,2,3,"Native, Born In US",5,Investigation and security services (5616),3930,"Private, For Profit",No,No,Employed-At Work
84996,726190869200922,April,FL,3055.4741,1544.23,40,43,1,NA,45,1,6,0,0,"Native, Born In US",5,Computer systems design and related services (5415),1006,"Private, For Profit",No,No,Employed-At Work
84999,728195619200792,April,FL,3269.5241,1190,40,43,1,NA,48,2,1,2,3,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - Local,Yes,NA,Employed-At Work
85000,728195619200792,April,FL,3055.4741,2884.61,40,43,1,NA,47,1,1,2,3,"Native, Born In US",5,3875,430,"Private, For Profit",No,No,Employed-At Work
85008,780028094716329,April,FL,3056.0573,769.23,40,39,2,NA,63,1,1,0,0,"Foreign Born, US Cit By Naturalization",5,Waste management and remediation services (562),9720,Government - Local,No,No,Employed-At Work
85010,780828093912169,April,FL,3186.8026,1211,40,39,1,NA,49,2,7,0,0,"Native, Born In US",5,"Colleges and universities, including junior colleges (6112, 6113)",4965,"Private, Nonprofit",No,No,Employed-At Work
85012,802019620309101,April,FL,2883.4388,518.8,40,40,1,NA,55,2,7,0,0,"Native, Born In US",5,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
85013,802900891991722,April,FL,3307.7546,807,50,43,1,NA,48,2,7,0,0,"Native, Born In US",5,Pharmaceutical and medicine manufacturing (3254),1720,"Private, For Profit",No,No,Employed-At Work
